,global_id,text,class,subclass
330,F0_REQ_00330,"The back-end systems (multiple back-end systems may exist for a single card), which communicate with the cards, perform the verifications, and manage the off-card key databases, also shall be trusted.",NFR,Performance
331,F0_REQ_00331,"One of the major requirements for a GlobalPlatform card is the ability to provide a minimum level of cryptographic functionality. This cryptography is, for example, used for the generation of signatures, and is available for use by the Applications present on the card.",NFR,Reliability
332,F0_REQ_00332,The Issuer Security Domain shall implement one Secure Channel Protocol.,NFR,Security
333,F0_REQ_00333,A Security Domain other than the Issuer Security Domain shall implement [at least] one Secure Channel Protocol.,NFR,Security
334,F0_REQ_00334,A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm.,NFR,Security
335,F0_REQ_00336,"When present, services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.",NFR,Performance
336,F0_REQ_00338,The Load File Data Block Hash is intended to verify the integrity of a complete Load File Data Block when loaded to a GlobalPlatform card.,NFR,Security
337,F0_REQ_00337,It is the responsibility of the Card Issuer or the Controlling Authority to set up the appropriate off-card procedures to comply with the governmental restrictions upon cryptography. Features to disable or restrict cryptography usage by Applications on a card are beyond the scope of this Specification.,FR,Functional
338,F0_REQ_00335,A GlobalPlatform card may also support asymmetric cryptography such as the Rivest / Shamir / Adleman (RSA) algorithm.,FR,Functional
339,F0_REQ_00339,The Load File Data Block Hash is used in the computation of The Load File Data Block Signature,FR,Functional
340,F0_REQ_00341,"When present during the loading of a Load File to the card, each signature shall be verified by the appropriate Security Domain.",NFR,Security
341,F0_REQ_00344,A GlobalPlatform card may provide security services related to information exchanged between the card and an offcard entity.,NFR,Security
342,F0_REQ_00343,The appropriate Security Domain may generate Receipts during Delegated Management.,NFR,Security
343,F0_REQ_00340,The Load File Data Block Hash is used in the computation of The Load Token,FR,Functional
344,F0_REQ_00342,Tokens shall be verified by the appropriate Security Domain.,NFR,Security
345,F0_REQ_00347,"A GlobalPlatform card offers Entity authentication - in which the card or the off-card entity proves its authenticity to the other entity through a cryptographic exchange,",NFR,Security
346,F0_REQ_00348,"A GlobalPlatform card offers Integrity and authentication - in which the receiving entity (the card or off-card entity) ensures that the data being received from the sending entity (respectively the off-card entity or card) actually came from an authenticated entity in the correct sequence and has not been altered,",NFR,Security
347,F0_REQ_00346,The concept of the Life Cycle of the card (see section 5.1 - Card Life Cycle) may be used to determine the security level of the communication between the card and an off-card entity.,NFR,Security
348,F0_REQ_00349,A GlobalPlatform card offers Confidentiality - in which data being transmitted from the sending entity (the off-card entity or card) to the receiving entity (respectively the card or off-card entity) is not viewable by an unauthenticated entity.,NFR,Security
349,F0_REQ_00345,The security level of the communication with an off-card entity does not necessarily apply to each individual message being transmitted but can only apply to the environment and/or context in which messages are transmitted.,NFR,Security
350,F0_REQ_00353,"At OP_READY state, the OPEN shall be available and ready for execution",NFR,Reliability
351,F0_REQ_00354,"At OP_READY state, the runtime environment shall be  ready for execution",NFR,Performance
352,F0_REQ_00351,The OPEN shall owns and maintains the Life Cycle information within the GlobalPlatform Registry,FR,Functional
353,F0_REQ_00350,"The life cycle models is responsible to functionality and security of Card, Executable Load Files, Executable Modules, Security Domains, and Applications.",NFR,Security
354,F0_REQ_00352,The OPEN shall be responsible to maintain security and administration of the card and its content,NFR,Security
355,F0_REQ_00357,"At OP_READY, initial key shall be available within the issuer security domain",NFR,Reliability
356,F0_REQ_00359,The SECURED state may be used to enforce the relevant security policies of the security domain and applications,NFR,Security
357,F0_REQ_00355,"At OP_READY state, issuer security domain shall be implicitly selected application for all card interfaces",NFR,Security
358,F0_REQ_00356,"At OP_READY state,Executable Load Files that were included in Immutable Persistent Memory shall be registered in the GlobalPlatform Registry",FR,Functional
359,F0_REQ_00358,The off-card entity under the OP_READY state may insert Security Domain keys  in order to maintain a cryptographic key separation from the Issuer Security Domain keys,NFR,Security
360,F0_REQ_00360,The off-card entity under the SECURE state shall be used to ensure the availability of all keys by the issuer security domain,NFR,Security
361,F0_REQ_00364,The state TERMINATED shall be used to permanently disable all card functionality with respect to any card content management and any life cycle changes.,FR,Functional
362,F0_REQ_00361,The CARD_LOCKED state shall has the ability to disable the selected security domain and application,NFR,Security
363,F0_REQ_00363,The Card Content changes including any type of data management (specifically Security Domain keys and data) shall not allowed in the CARD_LOCKED state.,NFR,Security
364,F0_REQ_00362,The card under CARD_LOCKED state shall only allow the application to select the final application privilege,FR,Functional
365,F0_REQ_00365,"The GlobalPlatform Environment (OPEN) supports Command Dispatch functions (Application and Security Domain selection, (Optional) Logical channel management, Command dispatching) if the underlying runtime environment does not support them:",NFR,Performance
366,F0_REQ_00366,"The GlobalPlatform Environment (OPEN) supports Card Content Management functions (Content verification, Content loading, Content installation, Content removal, Access control rules for card content management) if the underlying runtime environment does not support them:",NFR,Security
367,F0_REQ_00367,"The GlobalPlatform Environment (OPEN) supports Security Management functions (Security Domain locking and unlocking, Application locking and unlocking, Card locking and unlocking, Card termination, Privilege usage, Security Domain, privilege usage, Tracing and event logging) if the underlying runtime environment does not support them:",NFR,Performance
368,F0_REQ_00368,The GlobalPlatform Environment (OPEN) supports GlobalPlatform Trusted Framework functions (Secure inter-application communication) if the underlying runtime environment does not support them:,NFR,Security
369,F0_REQ_00369,The GlobalPlatform Registry is a data store required to support the various system functions of the GlobalPlatform.,FR,Functional
370,F0_REQ_00370,Applications and Security Domains may access andor modify some content known or managed by the OPEN.,NFR,Security
371,F0_REQ_00374,"If the card is aware of logical channels but only supports the Basic Logical Channel, the OPEN shall respond with the appropriate error,",FR,Functional
372,F0_REQ_00373,The SELECT [by name] command is processed by the OPEN.,FR,Functional
373,F0_REQ_00372,The commands received by a GlobalPlatform card shall be processed by the OPEN or dispatched to the selected Application for processing.,FR,Functional
374,F0_REQ_00371,"Depending on the relevant privileges of the requesting entity, the following services shall be provided by the OPEN Retrieving the Applications own Life Cycle State stored by the OPEN in the GlobalPlatform Registry,   Retrieving the card Life Cycle State,   Obtaining access to the services of the Security Domain associated with the Application,   Transitioning the card Life Cycle State to CARD_LOCKED,   For contact cards according to ISOIEC 78164 and for contactless cards Type A according to ISOIEC 144433, setting the content of the historical bytes,   Transitioning the Applications own Application Life Cycle State stored by the OPEN in the GlobalPlatform Registry,   Transitioning the card Life Cycle State to TERMINATED,   Obtaining access to GlobalPlatform Registry information,   Obtaining access to Global Services Applications.",NFR,Security
375,F0_REQ_00377,Any other type of command received shall be dispatched to the currently selected Application.,FR,Functional
376,F0_REQ_00379,"For all commands, if the command indicates a Supplementary Logical Channel that is not opened then:   If the card only supports the Basic Logical Channel and has no concept of logical channel support, the command shall be dispatched to the selected Application for processing.   If the card is aware of logical channels, the OPEN shall respond with the appropriate error. (This requirement may exclude the SELECT command, if the card supports opening of a logical channel using the SELECT command.)",FR,Functional
377,F0_REQ_00378,"Commands are either received on the Basic Logical Channel (logical channel number zero) or on a Supplementary Logical Channel (logical channel number other than zero). In compliance with ISO/IEC 7816-4, logical channel information shall be indicated in the class byte of the APDU command header.",FR,Functional
378,F0_REQ_00375,"If the card is aware of logical channels and supports at least one Supplementary Logical Channel, the OPEN shall process the command,",FR,Functional
379,F0_REQ_00376,"If the card only supports the Basic Logical Channel and has no concept of logical channel support, the command shall be dispatched to the selected Application for processing.",FR,Functional
380,F0_REQ_00384,"An Application installed or made selectable with the Card Reset privilege and no Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the Basic Logical Channel for all card I/O interfaces supported by the card if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on the Basic Logical Channel of any card I/O interface,",NFR,Security
381,F0_REQ_00381,The Issuer Security Domain shall have no multi-selection restrictions on cards that support multiple logical channels i.e. it shall be capable of being selected across multiple logical channels.,NFR,Security
382,F0_REQ_00380,"For commands that are dispatched to an Application, it is the responsibility of the Application to correctly reject commands that it does not recognize, expect or cannot process.",FR,Functional
383,F0_REQ_00383,"An Application installed or made selectable with a specific Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the logical channel(s) of the card I/O interface(s) indicated in the parameter if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on that logical channel(s) of that card I/O interface(s),",NFR,Security
384,F0_REQ_00382,The Issuer Security Domain is by default the implicitly selectable Application on all logical channels of all card I/O interfaces supported by the card. Implicit selection on a specific logical channel of a specific card I/O interface may be assigned only if the Issuer Security Domain is the implicitly selectable Application on that logical channel of that card I/O interface and no other Locked Application is registered as implicitly selectable for the same logical channel and card I/O interface,NFR,Security
385,F0_REQ_00386,"The OPEN shall use the implicit selection registration of each Application for controlling the following runtime behavioral requirements:   Identifying the Application which is implicitly selectable on the Basic Logical Channel of the current card I/O interface during the card reset or activation sequence,   Identifying the Application which is implicitly selectable when opening on the current card I/O interface a new Supplementary Logical Channel from the Basic Logical Channel.",NFR,Performance
386,F0_REQ_00387,The Basic Logical Channel is the permanently available interface to a GlobalPlatform card and shall be supported by the OPEN.,NFR,Reliability
387,F0_REQ_00388,"The OPEN shall support Application selection on the Basic Logical Channel via Implicit Selection following the card reset (see ISO/IEC 7816-3 for contact cards) or activation sequence (see ISO/IEC 14443-3 for contactless cards),",FR,Functional
388,F0_REQ_00389,The OPEN shall support Application selection on the Basic Logical Channel via Explicit Selection through the SELECT [by name] command.,FR,Functional
389,F0_REQ_00385,"If an Application implicitly selectable on specific logical channel(s) of specific card I/O interface(s) is deleted, the Issuer Security Domain becomes the implicitly selectable Application on that logical channel(s) of that card I/O interface(s).",NFR,Security
390,F0_REQ_00394,"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, the Application with the Final Application privilege is the selected Application on the Basic Logical Channel and the OPEN shall not attempt to identify the implicitly selectable Application",FR,Functional
391,F0_REQ_00391,"Partial AID selection as defined in section 6.4.2.1.2 - Explicit Selection, shall be supported. (Partial AID selection does not require knowledge of the full AID by the off-card entity.)",FR,Functional
392,F0_REQ_00393,"Once the card session has been established (for contact cards according to ISO/IEC 7816-4 after Answer-to-Reset, or after the activation sequence for contactless cards according to ISO/IEC 14443-3), and before the first command is issued to the card, the Application defined as implicitly selectable on the Basic Logical Channel and for that card I/O interface shall become the selected Application on the Basic Logical Channel for that card I/O interface.",NFR,Usability
393,F0_REQ_00390,The OPEN may also support additional selection processes.,FR,Functional
394,F0_REQ_00392,"As multiple Applications on the card may have the same partial AID, it is required that a method exists to select all Applications matching the partial AID.",FR,Functional
395,F0_REQ_00396,At any time during a Card Session the OPEN may receive a request to select an Application on the Basic Logical Channel (SELECT [by name] [first or only occurrence] command). The OPEN shall determine if the requested AID matches or partially matches an entry within the GlobalPlatform Registry and whether this entry is selectable.,NFR,Performance
396,F0_REQ_00397,"At any time during a Card Session that has already contained a SELECT [by name] [first or only occurrence] command, the OPEN may receive a request to select a next Application (SELECT [by name] [next occurrence] command) on the Basic Logical Channel. The OPEN shall determine if the requested AID matches or partially matches another entry within the GlobalPlatform Registry and whether this entry is selectable.",NFR,Performance
397,F0_REQ_00398,"For both the SELECT [by name] [first or only occurrence] command and the SELECT [by name] [next occurrence] command, an Application becomes the selected Application on the Basic Logical Channel if:   The requested AID matches (fully or partially) the Applications AID,   The Application being selected is in the correct Life Cycle State,   The Application has no restrictions due to multi-selection, and supports the current card interface.",NFR,Usability
398,F0_REQ_00395,"In all other cases the OPEN shall search the GlobalPlatform Registry for an Application that is marked as implicitly selectable on the Basic Logical Channel for the current card I/O interface (e.g. contact or contactless), and if this Application is not in the Life Cycle State LOCKED, it shall become the selected Application on the Basic Logical Channel. If this is an Application in the Life Cycle State LOCKED, the Application with the Final Application privilege shall become the selected Application on the Basic Logical Channel.",NFR,Usability
399,F0_REQ_00399,"In the card Life Cycle State CARD_LOCKED: - If the Application being selected has the Final Application privilege, this Application is re-selected and a warning is returned to the off-card entity, - If any other Application is being selected, the Application with the Final Application privilege remains selected and an error is returned to the off- card entity,",FR,Functional
400,F0_REQ_00400,"If a SELECT [by name] [first or only occurrence] or SELECT [by name] [next occurrence] is received and the data field of the command message is not present, the Issuer Security Domain shall become the currently selected Application and the SELECT command is dispatched to the Issuer Security Domain,",NFR,Security
401,F0_REQ_00401,"If a SELECT [by name] [first or only occurrence] is received, the search always begins from the start of the GlobalPlatform Registry,",FR,Functional
402,F0_REQ_00402,"If a SELECT [by name] [next occurrence] is received, the search always begins from the entry following the currently selected Application on the Basic Logical Channel in the GlobalPlatform Registry,",FR,Functional
403,F0_REQ_00403,"If a full or partial match is found and this Application is in the Life Cycle State INSTALLED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional
404,F0_REQ_00404,"If a full or partial match is found and this Application is in the Life Cycle State LOCKED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. In the eventuality that this locked Application is already currently selected on the Basic Logical Channel, the OPEN shall terminate this Application Session. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional
405,F0_REQ_00406,"If a full or partial match is found and this Application is selectable (i.e. in the correct Life Cycle State and has no multi-selection restrictions), then it shall become the currently selected Application on the Basic Logical Channel and the SELECT [by name] command, whether [first or only occurrence] or [next occurrence], shall be processed according to the requirements of the runtime environment (e.g. dispatched to the Application),",NFR,Performance
406,F0_REQ_00409,At any time during a Card Session the OPEN may receive a request on the Basic Logical Channel to either open or close a Supplementary Logical Channel.,NFR,Performance
407,F0_REQ_00405,"If a full or partial match is found and this Application cannot be selected due to a multi-selection restriction or because the Application refuses selection (e.g. because it does not support the current card interface), continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",NFR,Usability
408,F0_REQ_00408,"In the eventuality that the current Application Session has been terminated and no subsequent full or partial match is found, the OPEN shall make an attempt to select the Application that is marked as implicitly selectable on the Basic Logical Channel for the current card interface.",NFR,Usability
409,F0_REQ_00407,"If no full or partial match is found at all, the currently selected Application on the Basic Logical Channel shall remain the selected Application and - If the SELECT [by name] command has the [first or only occurrence] parameter set, the SELECT command is dispatched to the Application, - If the SELECT [by name] command has the [next occurrence] parameter set, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional
410,F0_REQ_00411,"On cards that support logical channels, if a MANAGE CHANNEL [open] is received:   If an Application is designated as implicitly selectable on the new Supplementary Logical Channel for the current card interface, that Application is implicitly selected on the newly opened Supplementary Logical Channel and runtime behavior requirements apply,   Otherwise the Application designated as implicitly selectable on the Basic Logical Channel for this card interface is implicitly selected on the newly opened Supplementary Logical Channel and runtime behavior requirements apply.",NFR,Performance
411,F0_REQ_00412,"On cards that support logical channels, if a MANAGE CHANNEL [close] is received, terminate the Application Session currently selected on the Supplementary Logical Channel indicated by the command and then close that logical channel. The Basic Logical Channel can never be closed.",FR,Functional
412,F0_REQ_00414,"If the number of logical channels supported by the OPEN is not sufficient to open a new Supplementary Logical Channel, return the appropriate error.",FR,Functional
413,F0_REQ_00413,"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, return the appropriate error.",FR,Functional
414,F0_REQ_00410,"If the card only supports the Basic Logical Channel and has no concept of logical channel support, the MANAGE CHANNEL command is dispatched to the currently selected Application. In this case, when a Security Domain is the currently selected Application, the command shall be rejected.",NFR,Security
415,F0_REQ_00419,"The OPEN shall support Application selection on an available Supplementary Logical Channel via two processes:   Implicit Selection following a successful MANAGE CHANNEL [open] command,   Explicit Selection through the SELECT [by name] command.",FR,Functional
416,F0_REQ_00418,All other commands (including the MANAGE CHANNEL commands on cards that are not aware of logical channels or SELECT commands not described in section 6.4.2.1.2 - Explicit Selection) are immediately dispatched to the Application currently selected on the Basic Logical Channel. The processing of the command by the Application is beyond the scope of this Specification.,FR,Functional
417,F0_REQ_00417,"On cards that are aware of logical channels, the MANAGE CHANNEL commands are only processed by the OPEN and are not dispatched to an Application.",FR,Functional
418,F0_REQ_00416,"Once an Application becomes the selected Application on the Basic Logical Channel, the responsibility for subsequent command dispatching still rests with the OPEN.",FR,Functional
419,F0_REQ_00415,"The OPEN shall search the GlobalPlatform Registry for the Application that supports the current card interface and that is marked as implicitly selectable on the new Supplementary Logical Channel (or failing that, on the Basic Logical Channel) and: - If this is an Application in the Life Cycle State LOCKED, the Application with the Final Application privilege shall become the selected Application on the Supplementary Logical Channel, - If this Application cannot be selected due to a multi-selection restriction, the new logical channel shall not be opened and the OPEN shall return the appropriate error, - Otherwise, the Supplementary Logical Channel is opened and this Application shall become the selected Application on the Supplementary Logical Channel.",NFR,Usability
420,F0_REQ_00421,"At any time on an open Supplementary Logical Channel, the OPEN may receive a request to select an Application on this Supplementary Logical Channel (SELECT [by name] [first or only occurrence] command). The OPEN shall determine if the requested AID matches or partially matches an entry within the GlobalPlatform Registry and whether this entry is selectable.",NFR,Performance
421,F0_REQ_00422,"At any time on an open Supplementary Logical Channel that has already contained a SELECT [by name] [first or only occurrence] command since the Supplementary Logical Channel was last opened, the OPEN may receive a request to select a next Application (SELECT [by name] [next occurrence] command) on this Supplementary Logical Channel. The OPEN shall determine if the requested AID matches or partially matches another entry within the GlobalPlatform Registry and whether this entry is selectable.",NFR,Performance
422,F0_REQ_00423,"For both the SELECT [by name] [first or only occurrence] command and the SELECT [by name] [next occurrence] command, an Application becomes the selected Application on the Supplementary Logical Channel if:   The requested AID matches (fully or partially) the Applications AID,   The Application being selected is in the correct Life Cycle State,   The Application has no restrictions due to multi-selection, and supports the current card interface.",NFR,Usability
423,F0_REQ_00420,"Partial AID selection as defined in section 6.4.3.1.2 - Explicit Selection, shall be supported on Supplementary Logical Channels.",FR,Functional
424,F0_REQ_00424,"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED: - Close the Supplementary Logical Channel, if currently open, - Return the appropriate error,",FR,Functional
425,F0_REQ_00429,"If a full or partial match is found and this Application is selectable (i.e. in the correct Life Cycle State and has no multi-selection restrictions), then it shall become the currently selected Application on this Supplementary Logical Channel and the SELECT [by name] command, whether [first or only occurrence] or [next occurrence], shall be processed according to the requirements of the runtime environment (e.g. dispatched to the Application),",NFR,Performance
426,F0_REQ_00428,"If a full or partial match is found and this Application cannot be selected due to a multi-selection restriction or because the Application refuses selection (e.g. because it does not support the current card interface), continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",NFR,Usability
427,F0_REQ_00426,"If a SELECT [by name] [next occurrence] is received, the search always begins from the entry following the currently selected Application on this Supplementary Logical Channel in the GlobalPlatform Registry,",FR,Functional
428,F0_REQ_00427,"If a full or partial match is found and this Application is in the Life Cycle State LOCKED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. In the eventuality that this locked Application is already currently selected on the same Supplementary Logical Channel, the OPEN shall terminate this Application Session. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional
429,F0_REQ_00425,"If a SELECT [by name] [first or only occurrence] or SELECT [by name] [next occurrence] is received and the data field of the command message is not present, the Issuer Security Domain shall become the currently selected Application and the SELECT command is dispatched to the Issuer Security Domain,",NFR,Security
430,F0_REQ_00431,"At any time on an open Supplementary Logical Channel the OPEN may receive a request to either open or close a Supplementary Logical Channel. If a MANAGE CHANNEL [open] is received and the Application selected on the original Supplementary Logical Channel has no multi-selection restrictions, this Application becomes the selected Application on the newly opened Supplementary Logical Channel. If a MANAGE CHANNEL [close] is received, terminate the Application Session currently selected on the Supplementary Logical Channel indicated by the command and then close that logical channel. The Basic Logical Channel can never be closed.",NFR,Performance
431,F0_REQ_00430,"If no full or partial match is found at all, the currently selected Application on the Supplementary Logical Channel shall remain the selected Application and - If the SELECT [by name] command has the [first or only occurrence] parameter set, the SELECT command is dispatched to the Application, - If the SELECT [by name] command has the [next occurrence] parameter set, the OPEN shall return the appropriate error to the off-card entity.",FR,Functional
432,F0_REQ_00433,"If the number of logical channels supported by the OPEN is not sufficient to open a new Supplementary Logical Channel, return the appropriate error,",FR,Functional
433,F0_REQ_00432,"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, return the appropriate error,",FR,Functional
434,F0_REQ_00434,"If the Application currently selected on the original Supplementary Logical Channel cannot be selected on the new Supplementary Logical Channel due to a multi-selection restriction, the new logical channel shall not be opened and the OPEN shall return the appropriate error,",FR,Functional
435,F0_REQ_00438,All other commands (including SELECT commands not described in section 6.4.3.1.2 - Explicit Selection) are immediately dispatched to the Application currently selected on the Supplementary Logical Channel. The processing of the command by the Application is beyond the scope of this Specification.,FR,Functional
436,F0_REQ_00439,"The GlobalPlatform Registry is used to:   Store card management information,   Store relevant application management information (e.g., AID, associated Security Domain and Privileges),   Support card resource management data,   Store Application Life Cycle information,   Store card Life Cycle information,   Track any counters associated with logs.",NFR,Security
437,F0_REQ_00435,"Otherwise, the Supplementary Logical Channel indicated by the command is opened and the Application currently selected on the original Supplementary Logical Channel shall become the selected Application on the newly opened Supplementary Logical Channel.",FR,Functional
438,F0_REQ_00436,"Once an Application becomes the selected Application on a Supplementary Logical Channel, the responsibility for subsequent command dispatching still rests with the OPEN.",FR,Functional
439,F0_REQ_00437,The MANAGE CHANNEL commands are only processed by the OPEN and are not dispatched to an Application.,FR,Functional
440,F0_REQ_00440,"The contents of the GlobalPlatform Registry may be updated in response to:   An internal OPEN invoked action,   An authorized Application invoked action.",NFR,Security
441,F0_REQ_00441,"All Applications including all Security Domains, and all Executable Load Files, shall have an entry in the GlobalPlatform Registry.",NFR,Security
442,F0_REQ_00444,This AID may be specified in a SELECT command to select the Application. It is not possible to select Executable Load Files or Executable Modules.,FR,Functional
443,F0_REQ_00443,An Application AID may be the same as that of an Executable Module but may not be the same as that of an Executable Load File or the same as another Application already present in the GlobalPlatform Registry.,FR,Functional
444,F0_REQ_00442,Each Executable Load File or Executable Module is associated with an AID that shall be unique on the card.,FR,Functional
